# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Mar 21 12:50:46 2020
#
# User preference: *
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_cbflag:      Planet Circumbinary Flag
# COLUMN pl_facility:    Discovery Facility
#
pl_hostname,pl_letter,pl_name,pl_discmethod,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_cbflag,pl_facility
HD 1605,c,HD 1605 c,Radial Velocity,3.584000,0.099000,-0.099000,0,0.099000,0.011000,-0.011000,0,0,Multiple Observatories
HD 160691,b,HD 160691 b,Radial Velocity,1.497000,,,0,0.128000,0.017000,-0.017000,0,0,Anglo-Australian Telescope
HD 160691,c,HD 160691 c,Radial Velocity,5.235000,,,0,0.098500,0.062700,-0.062700,0,0,Anglo-Australian Telescope
HD 160691,d,HD 160691 d,Radial Velocity,0.090940,,,0,0.172000,0.040000,-0.040000,0,0,La Silla Observatory
HD 160691,e,HD 160691 e,Radial Velocity,0.921000,,,0,0.066600,0.012200,-0.012200,0,0,La Silla Observatory
HD 16141,b,HD 16141 b,Radial Velocity,0.360000,0.010000,-0.010000,0,0.250000,0.050000,-0.050000,0,0,W. M. Keck Observatory
HD 16175,b,HD 16175 b,Radial Velocity,2.120000,0.070000,-0.070000,0,0.600000,0.110000,-0.110000,0,0,Lick Observatory
HD 162020,b,HD 162020 b,Radial Velocity,0.080000,0.000000,0.000000,0,0.280000,0.000000,0.000000,0,0,La Silla Observatory
HD 163607,b,HD 163607 b,Radial Velocity,0.362000,0.016000,-0.016000,0,0.744100,0.007100,-0.007100,0,0,W. M. Keck Observatory
HD 163607,c,HD 163607 c,Radial Velocity,2.390000,0.110000,-0.110000,0,0.080000,0.014000,-0.014000,0,0,W. M. Keck Observatory
HD 16417,b,HD 16417 b,Radial Velocity,0.140000,0.010000,-0.010000,0,0.200000,0.090000,-0.090000,0,0,Anglo-Australian Telescope
HD 164509,b,HD 164509 b,Radial Velocity,0.870000,0.051000,-0.051000,0,0.238000,0.062000,-0.062000,0,0,W. M. Keck Observatory
HD 164595,b,HD 164595 b,Radial Velocity,0.230000,,,0,0.088000,0.120000,-0.066000,0,0,Haute-Provence Observatory
HD 164604,b,HD 164604 b,Radial Velocity,1.331000,0.029000,-0.029000,0,0.350000,0.100000,-0.100000,0,0,Las Campanas Observatory
HD 164922,b,HD 164922 b,Radial Velocity,2.100000,0.040000,-0.040000,0,0.050000,0.090000,-0.090000,0,0,W. M. Keck Observatory
HD 164922,c,HD 164922 c,Radial Velocity,0.335100,0.001500,-0.001500,0,0.220000,0.130000,-0.130000,0,0,Multiple Observatories
HD 165155,b,HD 165155 b,Radial Velocity,1.130000,0.040000,-0.040000,0,0.200000,0.030000,-0.030000,0,0,Multiple Observatories
HD 1666,b,HD 1666 b,Radial Velocity,0.940000,0.010000,-0.020000,0,0.630000,0.030000,-0.020000,0,0,Multiple Observatories
HD 166724,b,HD 166724 b,Radial Velocity,5.420000,0.430000,-0.430000,0,0.734000,0.020000,-0.020000,0,0,La Silla Observatory
HD 167042,b,HD 167042 b,Radial Velocity,1.320000,0.030000,-0.040000,0,0.089000,0.028000,-0.065000,0,0,Lick Observatory
HD 168443,b,HD 168443 b,Radial Velocity,0.293100,0.001810,,0,0.528830,0.001030,-0.001030,0,0,W. M. Keck Observatory
HD 168443,c,HD 168443 c,Radial Velocity,2.837300,0.018000,-0.018000,0,0.211300,0.001710,-0.001710,0,0,W. M. Keck Observatory
HD 168746,b,HD 168746 b,Radial Velocity,0.070000,0.000000,0.000000,0,0.110000,0.080000,-0.080000,0,0,La Silla Observatory
HD 1690,b,HD 1690 b,Radial Velocity,1.360000,0.090000,-0.090000,0,0.640000,0.040000,-0.040000,0,0,La Silla Observatory
HD 169830,b,HD 169830 b,Radial Velocity,0.810000,,,0,0.310000,0.010000,-0.010000,0,0,La Silla Observatory
HD 169830,c,HD 169830 c,Radial Velocity,3.600000,,,0,0.330000,0.020000,-0.020000,0,0,La Silla Observatory
HD 170469,b,HD 170469 b,Radial Velocity,2.240000,0.050000,-0.050000,0,0.110000,0.080000,-0.080000,0,0,W. M. Keck Observatory
HD 17092,b,HD 17092 b,Radial Velocity,1.310000,0.060000,-0.060000,0,0.170000,0.050000,-0.050000,0,0,McDonald Observatory
HD 171028,b,HD 171028 b,Radial Velocity,1.320000,0.030000,-0.030000,0,0.590000,0.010000,-0.010000,0,0,La Silla Observatory
HD 171238,b,HD 171238 b,Radial Velocity,2.570000,0.160000,-0.160000,0,0.234000,0.028000,-0.028000,0,0,La Silla Observatory
HD 17156,b,HD 17156 b,Radial Velocity,,,,0,0.680000,0.000000,0.000000,0,0,Subaru Telescope
HD 173416,b,HD 173416 b,Radial Velocity,1.160000,0.060000,-0.060000,0,0.210000,0.040000,-0.040000,0,0,Xinglong Station
HD 175167,b,HD 175167 b,Radial Velocity,2.400000,0.050000,-0.050000,0,0.540000,0.090000,-0.090000,0,0,Las Campanas Observatory
HD 175541,b,HD 175541 b,Radial Velocity,0.975000,0.087000,-0.087000,0,0.110000,0.049000,-0.049000,0,0,W. M. Keck Observatory
HD 175607,b,HD 175607 b,Radial Velocity,,,,,0.110000,0.090000,-0.070000,0,0,La Silla Observatory
HD 17674,b,HD 17674 b,Radial Velocity,1.420000,0.040000,-0.050000,0,0.130000,,,1,0,Haute-Provence Observatory
HD 176986,b,HD 176986 b,Radial Velocity,0.062960,0.000130,-0.000130,0,0.066000,0.066000,-0.066000,0,0,Multiple Observatories
HD 176986,c,HD 176986 c,Radial Velocity,0.118780,0.000250,-0.000250,0,0.111000,0.080000,-0.080000,0,0,Multiple Observatories
HD 177565,b,HD 177565 b,Radial Velocity,0.246000,0.019000,-0.019000,0,0.059300,0.171700,-0.057450,0,0,La Silla Observatory
HD 177830,b,HD 177830 b,Radial Velocity,1.140000,0.030000,-0.030000,0,0.100000,0.050000,-0.050000,0,0,W. M. Keck Observatory
HD 177830,c,HD 177830 c,Radial Velocity,0.513700,0.000300,-0.000300,0,0.300000,0.100000,-0.100000,0,0,W. M. Keck Observatory
HD 178911 B,b,HD 178911 B b,Radial Velocity,0.340000,0.010000,-0.010000,0,0.110000,0.000000,0.000000,0,0,W. M. Keck Observatory
HD 179079,b,HD 179079 b,Radial Velocity,0.121400,0.006800,-0.006800,0,0.049000,0.087000,-0.087000,0,0,W. M. Keck Observatory
HD 179949,b,HD 179949 b,Radial Velocity,0.044300,0.002600,-0.002600,0,0.022000,0.015000,-0.015000,0,0,Anglo-Australian Telescope
HD 180053,b,HD 180053 b,Radial Velocity,0.843000,0.063000,-0.063000,0,0.081000,0.029000,-0.029000,0,0,W. M. Keck Observatory
HD 18015,b,HD 18015 b,Radial Velocity,3.870000,0.320000,-0.320000,0,0.148000,0.061000,-0.061000,0,0,W. M. Keck Observatory
HD 180314,b,HD 180314 b,Radial Velocity,1.460000,0.060000,-0.060000,0,0.260000,0.010000,-0.010000,0,0,Subaru Telescope
HD 180617,b,HD 180617 b,Radial Velocity,0.335700,0.009900,-0.010000,0,0.160000,0.050000,-0.100000,0,0,Calar Alto Observatory
HD 180902,b,HD 180902 b,Radial Velocity,1.400000,0.110000,-0.110000,0,0.107000,0.022000,-0.022000,0,0,W. M. Keck Observatory
HD 181234,b,HD 181234 b,Radial Velocity,7.520000,0.160000,-0.160000,0,0.730000,0.010000,-0.010000,0,0,La Silla Observatory
HD 181342,b,HD 181342 b,Radial Velocity,1.592000,0.091000,-0.091000,0,0.022000,0.051000,-0.051000,0,0,W. M. Keck Observatory
HD 181433,b,HD 181433 b,Radial Velocity,0.080000,0.000000,0.000000,0,0.400000,0.060000,-0.060000,0,0,La Silla Observatory
HD 181433,c,HD 181433 c,Radial Velocity,1.760000,,,0,0.280000,0.020000,-0.020000,0,0,La Silla Observatory
HD 181433,d,HD 181433 d,Radial Velocity,3.000000,,,0,0.480000,0.050000,-0.050000,0,0,La Silla Observatory
HD 181720,b,HD 181720 b,Radial Velocity,1.850000,0.040000,-0.040000,0,0.260000,0.060000,-0.060000,0,0,La Silla Observatory
HD 183263,b,HD 183263 b,Radial Velocity,1.490000,0.020000,-0.020000,0,0.360000,0.010000,-0.010000,0,0,W. M. Keck Observatory
HD 183263,c,HD 183263 c,Radial Velocity,4.350000,0.280000,-0.280000,0,0.239000,0.064000,-0.064000,0,0,W. M. Keck Observatory
HD 185269,b,HD 185269 b,Radial Velocity,0.077000,0.003400,-0.003400,0,0.229000,0.014000,-0.014000,0,0,Lick Observatory
HD 187085,b,HD 187085 b,Radial Velocity,2.100000,0.032000,-0.032000,0,0.251000,0.221000,-0.191000,0,0,Anglo-Australian Telescope
HD 187123,b,HD 187123 b,Radial Velocity,0.042600,0.002500,-0.002500,0,0.010300,0.005900,-0.005900,0,0,W. M. Keck Observatory
HD 187123,c,HD 187123 c,Radial Velocity,4.890000,0.530000,-0.530000,0,0.252000,0.033000,-0.033000,0,0,W. M. Keck Observatory
HD 18742,b,HD 18742 b,Radial Velocity,1.820000,0.140000,-0.140000,0,0.040000,0.035000,-0.035000,0,0,W. M. Keck Observatory
HD 188015,b,HD 188015 b,Radial Velocity,1.203000,0.070000,-0.070000,0,0.137000,0.026000,-0.026000,0,0,W. M. Keck Observatory
HD 189733,b,HD 189733 b,Radial Velocity,,,,0,0.000000,,,0,0,Haute-Provence Observatory
HD 190360,b,HD 190360 b,Radial Velocity,3.970000,0.070000,-0.070000,0,0.310000,0.020000,-0.020000,0,0,Haute-Provence Observatory
HD 190360,c,HD 190360 c,Radial Velocity,0.130400,0.007500,-0.007500,0,0.237000,0.082000,-0.082000,0,0,W. M. Keck Observatory
HD 190647,b,HD 190647 b,Radial Velocity,2.231000,0.019000,-0.019000,0,0.224000,0.014000,-0.014000,0,0,La Silla Observatory
HD 190984,b,HD 190984 b,Radial Velocity,5.500000,,,0,0.570000,0.100000,-0.100000,0,0,La Silla Observatory
HD 191806,b,HD 191806 b,Radial Velocity,2.800000,0.100000,-0.100000,0,0.259000,0.017000,-0.017000,0,0,Haute-Provence Observatory
HD 192263,b,HD 192263 b,Radial Velocity,0.150000,0.000000,0.000000,0,0.050000,0.040000,-0.040000,0,0,La Silla Observatory
HD 192310,b,HD 192310 b,Radial Velocity,0.320000,0.005000,-0.005000,0,0.130000,0.040000,-0.040000,0,0,La Silla Observatory
HD 192310,c,HD 192310 c,Radial Velocity,1.180000,0.025000,-0.025000,0,0.320000,0.110000,-0.110000,0,0,La Silla Observatory
HD 192699,b,HD 192699 b,Radial Velocity,1.063000,0.049000,-0.049000,0,0.082000,0.041000,-0.041000,0,0,Lick Observatory
HD 195019,b,HD 195019 b,Radial Velocity,0.140000,0.000000,0.000000,0,0.010000,0.000000,0.000000,0,0,Lick Observatory
HD 196050,b,HD 196050 b,Radial Velocity,2.510000,0.050000,-0.050000,0,0.230000,0.040000,-0.040000,0,0,Anglo-Australian Telescope
HD 196067,b,HD 196067 b,Radial Velocity,5.020000,0.190000,-0.190000,0,0.660000,0.180000,-0.090000,0,0,La Silla Observatory
HD 196885 A,b,HD 196885 A b,Radial Velocity,2.370000,0.020000,-0.020000,0,0.480000,0.060000,-0.060000,0,0,Haute-Provence Observatory
HD 197037,b,HD 197037 b,Radial Velocity,2.070000,0.050000,-0.050000,0,0.220000,0.070000,-0.070000,0,0,McDonald Observatory
HD 19994,b,HD 19994 b,Radial Velocity,1.305000,0.016000,-0.016000,0,0.063000,0.062000,-0.062000,0,0,La Silla Observatory
HD 20003,b,HD 20003 b,Radial Velocity,0.097400,0.003400,-0.003900,0,0.360000,0.050000,-0.050000,0,0,La Silla Observatory
HD 20003,c,HD 20003 c,Radial Velocity,0.196400,0.006800,-0.007800,0,0.100000,0.080000,-0.070000,0,0,La Silla Observatory
HD 200964,b,HD 200964 b,Radial Velocity,1.565000,0.083000,-0.083000,0,0.087000,0.035000,-0.035000,0,0,Lick Observatory
HD 200964,c,HD 200964 c,Radial Velocity,1.960000,0.100000,-0.100000,0,0.243000,0.047000,-0.047000,0,0,Lick Observatory
HD 202206,c,HD 202206 c,Radial Velocity,2.410000,,,0,0.220000,0.030000,-0.030000,0,1,La Silla Observatory
HD 202696,b,HD 202696 b,Radial Velocity,1.566000,0.016000,-0.007000,0,0.011000,0.078000,-0.011000,0,0,W. M. Keck Observatory
HD 202696,c,HD 202696 c,Radial Velocity,2.342000,0.034000,-0.035000,0,0.028000,0.065000,-0.012000,0,0,W. M. Keck Observatory
HD 202772 A,b,HD 202772 A b,Transit,0.052080,0.000640,-0.000680,0,0.038000,0.042000,-0.027000,0,0,Transiting Exoplanet Survey Satellite (TESS)
HD 203030,b,HD 203030 b,Imaging,487.100000,1.800000,-1.800000,0,,,,,0,Palomar Observatory
HD 203473,b,HD 203473 b,Radial Velocity,2.730000,0.170000,-0.170000,0,0.289000,0.010000,-0.010000,0,0,W. M. Keck Observatory
HD 2039,b,HD 2039 b,Radial Velocity,2.200000,0.060000,-0.060000,0,0.710000,0.050000,-0.050000,0,0,Anglo-Australian Telescope
HD 204313,b,HD 204313 b,Radial Velocity,3.070000,0.060000,-0.060000,0,0.230000,0.040000,-0.040000,0,0,La Silla Observatory
HD 204313,c,HD 204313 c,Radial Velocity,0.209900,0.007100,-0.007100,0,0.155000,0.071000,-0.071000,0,0,La Silla Observatory
HD 204941,b,HD 204941 b,Radial Velocity,2.550000,0.080000,-0.080000,0,0.370000,0.080000,-0.080000,0,0,La Silla Observatory
HD 205739,b,HD 205739 b,Radial Velocity,0.896000,0.019000,-0.015000,0,0.270000,0.070000,-0.070000,0,0,Las Campanas Observatory
HD 206255,b,HD 206255 b,Radial Velocity,0.461000,0.009000,-0.009000,0,0.230000,0.110000,-0.110000,0,0,Las Campanas Observatory
HD 206610,b,HD 206610 b,Radial Velocity,1.740000,0.330000,-0.330000,0,0.100000,0.042000,-0.042000,0,0,W. M. Keck Observatory
HD 20781,b,HD 20781 b,Radial Velocity,0.052900,0.002400,-0.002700,0,0.100000,0.110000,-0.070000,0,0,La Silla Observatory
HD 20781,c,HD 20781 c,Radial Velocity,0.100400,0.004600,-0.005100,0,0.090000,0.090000,-0.060000,0,0,La Silla Observatory
HD 20781,d,HD 20781 d,Radial Velocity,0.164700,0.007600,-0.008300,0,0.110000,0.050000,-0.060000,0,0,La Silla Observatory
HD 20781,e,HD 20781 e,Radial Velocity,0.337400,0.015500,-0.017000,0,0.060000,0.060000,-0.040000,0,0,La Silla Observatory
HD 20782,b,HD 20782 b,Radial Velocity,1.364900,0.046600,-0.049500,0,0.950000,0.001000,-0.001000,0,0,Anglo-Australian Telescope
HD 207832,b,HD 207832 b,Radial Velocity,0.586000,0.032000,-0.032000,0,0.197000,0.053000,-0.053000,0,0,W. M. Keck Observatory
HD 207832,c,HD 207832 c,Radial Velocity,2.112000,0.087000,-0.045000,0,0.270000,0.220000,-0.100000,0,0,W. M. Keck Observatory
HD 20794,b,HD 20794 b,Radial Velocity,0.120700,0.002000,-0.002000,0,0.000000,,,0,0,La Silla Observatory
HD 20794,c,HD 20794 c,Radial Velocity,0.203600,0.003400,-0.003400,0,0.000000,,,0,0,La Silla Observatory
HD 20794,d,HD 20794 d,Radial Velocity,0.349900,0.005900,-0.005900,0,0.000000,,,0,0,La Silla Observatory
HD 20794,e,HD 20794 e,Radial Velocity,0.509000,0.006000,-0.006000,0,0.290000,0.140000,-0.180000,0,0,La Silla Observatory
HD 208487,b,HD 208487 b,Radial Velocity,0.524000,0.030000,-0.030000,0,0.240000,0.160000,-0.160000,0,0,Anglo-Australian Telescope
HD 208527,b,HD 208527 b,Radial Velocity,2.100000,0.200000,-0.200000,0,0.080000,0.040000,-0.040000,0,0,Bohyunsan Optical Astronomical Observatory
HD 20868,b,HD 20868 b,Radial Velocity,0.950000,0.020000,-0.020000,0,0.750000,0.000000,0.000000,0,0,La Silla Observatory
HD 208897,b,HD 208897 b,Radial Velocity,1.050000,0.030000,-0.030000,0,0.070000,0.060000,-0.060000,0,0,Multiple Observatories
HD 209458,b,HD 209458 b,Radial Velocity,,,,0,0.000000,,,0,0,W. M. Keck Observatory
HD 210193,b,HD 210193 b,Radial Velocity,1.487000,0.031000,-0.031000,0,0.240000,0.090000,-0.090000,0,0,Las Campanas Observatory
HD 210277,b,HD 210277 b,Radial Velocity,1.130000,0.020000,-0.020000,0,0.480000,0.020000,-0.020000,0,0,W. M. Keck Observatory
HD 210702,b,HD 210702 b,Radial Velocity,1.148000,0.057000,-0.057000,0,0.028000,0.034000,-0.034000,0,0,Lick Observatory
HD 211810,b,HD 211810 b,Radial Velocity,2.656000,0.043000,-0.043000,0,0.680000,0.140000,-0.140000,0,0,W. M. Keck Observatory
HD 211970,b,HD 211970 b,Radial Velocity,0.143000,0.003000,-0.003000,0,0.150000,0.100000,-0.100000,0,0,Las Campanas Observatory
HD 212301,b,HD 212301 b,Radial Velocity,0.030000,0.000000,0.000000,0,0.000000,,,0,0,La Silla Observatory
HD 212771,b,HD 212771 b,Radial Velocity,1.190000,0.130000,-0.130000,0,0.076000,0.051000,-0.051000,0,0,W. M. Keck Observatory
HD 213240,b,HD 213240 b,Radial Velocity,1.890000,0.030000,-0.030000,0,0.420000,0.010000,-0.010000,0,0,La Silla Observatory
HD 213885,b,HD 213885 b,Transit,0.020120,0.000150,-0.000120,0,0.000000,,,0,0,Transiting Exoplanet Survey Satellite (TESS)
HD 213885,c,HD 213885 c,Radial Velocity,0.056798,0.000440,-0.000320,0,0.000000,,,0,0,Multiple Observatories
HD 21411,b,HD 21411 b,Radial Velocity,0.362000,0.007000,-0.007000,0,0.400000,0.150000,-0.150000,0,0,Las Campanas Observatory
HD 214823,b,HD 214823 b,Radial Velocity,3.230000,0.200000,-0.200000,0,0.164100,0.002600,-0.002600,0,0,Haute-Provence Observatory
HD 215152,b,HD 215152 b,Radial Velocity,0.057638,0.000739,-0.000759,0,0.000000,,,0,0,La Silla Observatory
HD 215152,c,HD 215152 c,Radial Velocity,0.067393,0.000860,-0.000893,0,0.000000,,,0,0,La Silla Observatory
HD 215152,d,HD 215152 d,Radial Velocity,0.087990,0.001130,-0.001160,0,0.000000,,,0,0,La Silla Observatory
HD 215152,e,HD 215152 e,Radial Velocity,0.154170,0.001990,-0.002040,0,0.000000,,,0,0,La Silla Observatory
HD 215497,b,HD 215497 b,Radial Velocity,0.050000,0.000000,0.000000,0,0.160000,0.090000,-0.090000,0,0,La Silla Observatory
HD 215497,c,HD 215497 c,Radial Velocity,1.282000,,,0,0.490000,0.040000,-0.040000,0,0,La Silla Observatory
HD 216435,b,HD 216435 b,Radial Velocity,2.560000,0.170000,-0.170000,0,0.070000,0.078000,-0.078000,0,0,Anglo-Australian Telescope
HD 216437,b,HD 216437 b,Radial Velocity,2.497000,0.036000,-0.037000,0,0.317000,0.028000,-0.027000,0,0,Anglo-Australian Telescope
HD 216536,b,HD 216536 b,Radial Velocity,0.610000,0.060000,-0.060000,0,0.380000,0.110000,-0.110000,0,0,McDonald Observatory
HD 216770,b,HD 216770 b,Radial Velocity,0.460000,0.010000,-0.010000,0,0.370000,0.060000,-0.060000,0,0,La Silla Observatory
HD 21693,b,HD 21693 b,Radial Velocity,0.145500,0.005800,-0.006300,0,0.120000,0.090000,-0.080000,0,0,La Silla Observatory
HD 21693,c,HD 21693 c,Radial Velocity,0.258600,0.010300,-0.011300,0,0.070000,0.060000,-0.050000,0,0,La Silla Observatory
HD 217107,b,HD 217107 b,Radial Velocity,0.080000,0.000000,0.000000,0,0.130000,0.010000,-0.010000,0,0,Lick Observatory
HD 217107,c,HD 217107 c,Radial Velocity,5.320000,0.380000,-0.380000,0,0.517000,0.033000,-0.033000,0,0,Lick Observatory
GJ 143,c,HD 21749 c,Transit,0.069500,0.002100,-0.002300,0,,,,0,0,Transiting Exoplanet Survey Satellite (TESS)
HD 217786,b,HD 217786 b,Radial Velocity,2.380000,0.040000,-0.040000,0,0.400000,0.050000,-0.050000,0,0,La Silla Observatory
HD 217850,b,HD 217850 b,Radial Velocity,4.560000,0.240000,-0.240000,0,0.762100,0.001900,-0.001900,0,0,W. M. Keck Observatory
HD 218566,b,HD 218566 b,Radial Velocity,0.690000,0.010000,-0.010000,0,0.300000,0.100000,-0.100000,0,0,W. M. Keck Observatory
HD 219077,b,HD 219077 b,Radial Velocity,6.220000,0.090000,-0.090000,0,0.770000,0.003000,-0.003000,0,0,La Silla Observatory
HD 219134,b,HD 219134 b,Radial Velocity,0.038760,0.000470,-0.000470,0,0.000000,,,0,0,Roque de los Muchachos Observatory
HD 219134,c,HD 219134 c,Radial Velocity,0.065300,0.000800,-0.000800,0,0.062000,0.039000,-0.039000,0,0,Roque de los Muchachos Observatory
HD 219134,d,HD 219134 d,Radial Velocity,0.237000,0.003000,-0.003000,0,0.138000,0.025000,-0.025000,0,0,Roque de los Muchachos Observatory
HD 219134,f,HD 219134 f,Radial Velocity,0.146300,0.001800,-0.001800,0,0.148000,0.047000,-0.047000,0,0,Multiple Observatories
HD 219134,g,HD 219134 g,Radial Velocity,0.375300,0.000400,-0.000400,0,0.000000,,,0,0,Multiple Observatories
HD 219134,h,HD 219134 h,Radial Velocity,3.110000,0.040000,-0.040000,0,0.060000,0.040000,-0.040000,0,0,Roque de los Muchachos Observatory
HD 219415,b,HD 219415 b,Radial Velocity,3.200000,,,0,0.400000,0.090000,-0.090000,0,0,McDonald Observatory
HD 219666,b,HD 219666 b,Transit,0.063560,0.002650,-0.002650,0,0.000000,,,0,0,Transiting Exoplanet Survey Satellite (TESS)
HD 219828,b,HD 219828 b,Radial Velocity,0.050700,0.002900,-0.002900,0,0.101000,0.063000,-0.063000,0,0,La Silla Observatory
HD 219828,c,HD 219828 c,Radial Velocity,5.790000,0.410000,-0.410000,0,0.810200,0.005100,-0.005100,0,0,Multiple Facilities
HD 220074,b,HD 220074 b,Radial Velocity,1.600000,0.130000,-0.130000,0,0.140000,0.050000,-0.050000,0,0,Bohyunsan Optical Astronomical Observatory
HD 220197,b,HD 220197 b,Radial Velocity,2.729000,0.168000,-0.085000,0,0.187000,0.279000,-0.132000,0,0,Roque de los Muchachos Observatory
HD 220689,b,HD 220689 b,Radial Velocity,3.396000,0.084000,-0.081000,0,0.054000,0.061000,-0.038000,0,0,La Silla Observatory
HD 220773,b,HD 220773 b,Radial Velocity,4.940000,0.200000,-0.200000,0,0.510000,0.100000,-0.100000,0,0,McDonald Observatory
HD 220842,b,HD 220842 b,Radial Velocity,0.740000,0.018000,-0.018000,0,0.404000,0.009000,-0.009000,0,0,Haute-Provence Observatory
HD 221287,b,HD 221287 b,Radial Velocity,1.250000,0.040000,-0.040000,0,0.080000,0.170000,-0.050000,0,0,La Silla Observatory
HD 221416,b,HD 221416 b,Transit,0.122800,0.002500,-0.002600,0,0.115000,0.034000,-0.030000,0,0,Transiting Exoplanet Survey Satellite (TESS)
HD 221420,b,HD 221420 b,Radial Velocity,18.500000,2.300000,-2.300000,0,0.420000,0.050000,-0.070000,0,0,Anglo-Australian Telescope
HD 221585,b,HD 221585 b,Radial Velocity,2.306000,0.081000,-0.081000,0,0.123000,0.069000,-0.069000,0,0,Haute-Provence Observatory
HD 222076,b,HD 222076 b,Radial Velocity,1.830000,0.030000,-0.030000,0,0.080000,0.050000,-0.050000,0,0,Multiple Observatories
HD 222155,b,HD 222155 b,Radial Velocity,5.140000,0.460000,-0.460000,0,0.160000,0.220000,-0.220000,0,0,Haute-Provence Observatory
HD 222582,b,HD 222582 b,Radial Velocity,1.340000,0.020000,-0.020000,0,0.730000,0.010000,-0.010000,0,0,W. M. Keck Observatory
HD 224538,b,HD 224538 b,Radial Velocity,2.280000,0.080000,-0.080000,0,0.464000,0.022000,-0.022000,0,0,Multiple Observatories
HD 224693,b,HD 224693 b,Radial Velocity,0.191000,0.014000,-0.014000,0,0.104000,0.017000,-0.017000,0,0,W. M. Keck Observatory
HD 22781,b,HD 22781 b,Radial Velocity,1.167000,0.039000,-0.039000,0,0.819100,0.002300,-0.002300,0,0,Haute-Provence Observatory
HD 23079,b,HD 23079 b,Radial Velocity,1.600000,0.030000,-0.030000,0,0.100000,0.030000,-0.030000,0,0,Anglo-Australian Telescope
HD 23127,b,HD 23127 b,Radial Velocity,2.370000,0.032000,-0.032000,0,0.406000,0.083000,-0.090000,0,0,Anglo-Australian Telescope
HD 231701,b,HD 231701 b,Radial Velocity,0.567000,0.053000,-0.053000,0,0.130000,0.032000,-0.032000,0,0,W. M. Keck Observatory
HD 233604,b,HD 233604 b,Radial Velocity,0.747000,,,0,0.050000,0.030000,-0.030000,0,0,McDonald Observatory
HD 233832,b,HD 233832 b,Radial Velocity,2.827000,0.045000,-0.039000,0,0.359000,0.046000,-0.039000,0,0,Roque de los Muchachos Observatory
HD 23472,b,HD 23472 b,Transit,0.121000,0.001000,-0.001000,0,0.000000,,,0,0,Transiting Exoplanet Survey Satellite (TESS)
HD 23472,c,HD 23472 c,Transit,0.170000,0.001000,-0.001000,0,0.000000,,,0,0,Transiting Exoplanet Survey Satellite (TESS)
HD 23596,b,HD 23596 b,Radial Velocity,2.770000,0.050000,-0.050000,0,0.270000,0.010000,-0.010000,0,0,Haute-Provence Observatory
HD 238914,b,HD 238914 b,Radial Velocity,5.700000,0.900000,-0.900000,0,0.560000,0.070000,-0.050000,0,0,Multiple Observatories
HD 240210,b,HD 240210 b,Radial Velocity,1.160000,,,0,0.150000,0.020000,-0.020000,0,0,McDonald Observatory
HD 240237,b,HD 240237 b,Radial Velocity,1.920000,0.160000,-0.160000,0,0.400000,0.100000,-0.100000,0,0,McDonald Observatory
HD 24040,b,HD 24040 b,Radial Velocity,4.920000,0.210000,-0.210000,0,0.040000,0.060000,-0.060000,0,0,W. M. Keck Observatory
HD 24064,b,HD 24064 b,Radial Velocity,1.290000,0.040000,-0.040000,0,0.350000,0.080000,-0.080000,0,0,Bohyunsan Optical Astronomical Observatory
HD 24085,b,HD 24085 b,Radial Velocity,0.034000,0.001000,-0.001000,0,0.220000,0.120000,-0.120000,0,0,Las Campanas Observatory
HD 25015,b,HD 25015 b,Radial Velocity,6.190000,0.450000,-0.230000,0,0.390000,0.090000,-0.070000,0,0,La Silla Observatory
HD 25171,b,HD 25171 b,Radial Velocity,2.971000,0.033000,-0.032000,0,0.042000,0.046000,-0.029000,0,0,La Silla Observatory
HD 2638,b,HD 2638 b,Radial Velocity,0.040000,0.000000,0.000000,0,0.000000,,,0,0,La Silla Observatory
HD 2685,b,HD 2685 b,Transit,0.056800,0.000600,-0.000600,0,0.091000,0.039000,-0.047000,0,0,Transiting Exoplanet Survey Satellite (TESS)
HD 26965,b,HD 26965 b,Radial Velocity,,,,0,0.040000,0.050000,-0.030000,0,0,Multiple Observatories
HD 27442,b,HD 27442 b,Radial Velocity,1.271000,0.073000,-0.073000,0,0.060000,0.043000,-0.043000,0,0,Anglo-Australian Telescope
HD 27631,b,HD 27631 b,Radial Velocity,3.242000,0.070000,-0.068000,0,0.141000,0.062000,-0.065000,0,0,La Silla Observatory
